province,date,cpi
NS,2025-08,168.6
ON,2010-01,114.5
ON,2010-02,115.1
ON,2010-03,115.3
ON,2010-04,115.7
ON,2010-05,116.2
ON,2010-06,116
ON,2010-07,117
ON,2010-08,117
ON,2010-09,117.1
ON,2010-10,117.8
ON,2010-11,118
ON,2010-12,117.9
ON,2011-01,117.8
ON,2011-02,118
ON,2011-03,119.4
ON,2011-04,119.9
ON,2011-05,120.9
ON,2011-06,120.2
ON,2011-07,120.5
ON,2011-08,120.6
ON,2011-09,121.1
ON,2011-10,121
ON,2011-11,121
ON,2011-12,120.3
ON,2012-01,120.6
ON,2012-02,121.4
ON,2012-03,122
ON,2012-04,122.4
ON,2012-05,122.4
ON,2012-06,121.6
ON,2012-07,121.4
ON,2012-08,121.8
ON,2012-09,122
ON,2012-10,122.2
ON,2012-11,121.9
ON,2012-12,121.3
ON,2013-01,121.3
ON,2013-02,122.8
ON,2013-03,123.2
ON,2013-04,122.9
ON,2013-05,123
ON,2013-06,123.2
ON,2013-07,123.4
ON,2013-08,123.4
ON,2013-09,123.5
ON,2013-10,123.3
ON,2013-11,123.3
ON,2013-12,123.1
ON,2014-01,123.3
ON,2014-02,124.6
ON,2014-03,125.1
ON,2014-04,125.9
ON,2014-05,126.5
ON,2014-06,126.9
ON,2014-07,126.5
ON,2014-08,126.5
ON,2014-09,126.7
ON,2014-10,126.8
ON,2014-11,126.3
ON,2014-12,125.4
ON,2015-01,125.3
ON,2015-02,126.2
ON,2015-03,127.1
ON,2015-04,126.9
ON,2015-05,127.7
ON,2015-06,128.2
ON,2015-07,128.4
ON,2015-08,128
ON,2015-09,127.8
ON,2015-10,127.9
ON,2015-11,127.9
ON,2015-12,127.5
ON,2016-01,127.8
ON,2016-02,128.2
ON,2016-03,129
ON,2016-04,129.6
ON,2016-05,130.1
ON,2016-06,130.4
ON,2016-07,130.3
ON,2016-08,129.9
ON,2016-09,130.1
ON,2016-10,130.6
ON,2016-11,130.2
ON,2016-12,130
ON,2017-01,130.8
ON,2017-02,131.2
ON,2017-03,131.4
ON,2017-04,132
ON,2017-05,131.9
ON,2017-06,132.1
ON,2017-07,131.9
ON,2017-08,131.8
ON,2017-09,132.3
ON,2017-10,132.3
ON,2017-11,132.7
ON,2017-12,132
ON,2018-01,133.2
ON,2018-02,134
ON,2018-03,134.6
ON,2018-04,134.8
ON,2018-05,134.9
ON,2018-06,135.3
ON,2018-07,136
ON,2018-08,135.9
ON,2018-09,135.2
ON,2018-10,135.6
ON,2018-11,135.1
ON,2018-12,135
ON,2019-01,135.2
ON,2019-02,136
ON,2019-03,137
ON,2019-04,137.4
ON,2019-05,138.1
ON,2019-06,138
ON,2019-07,138.8
ON,2019-08,138.5
ON,2019-09,137.5
ON,2019-10,137.9
ON,2019-11,137.7
ON,2019-12,137.8
ON,2020-01,138
ON,2020-02,138.7
ON,2020-03,137.9
ON,2020-04,137.3
ON,2020-05,137.5
ON,2020-06,138.6
ON,2020-07,138.8
ON,2020-08,138.6
ON,2020-09,138.3
ON,2020-10,138.9
ON,2020-11,139
ON,2020-12,138.8
ON,2021-01,139.5
ON,2021-02,140.2
ON,2021-03,141
ON,2021-04,141.8
ON,2021-05,142.6
ON,2021-06,143.1
ON,2021-07,143.7
ON,2021-08,144.1
ON,2021-09,144.4
ON,2021-10,145.7
ON,2021-11,146
ON,2021-12,146
ON,2022-01,147.4
ON,2022-02,148.8
ON,2022-03,150.8
ON,2022-04,151.6
ON,2022-05,153.7
ON,2022-06,154.4
ON,2022-07,154.6
ON,2022-08,154.1
ON,2022-09,154.1
ON,2022-10,155.2
ON,2022-11,155.4
ON,2022-12,154.8
ON,2023-01,155.7
ON,2023-02,156.4
ON,2023-03,157.3
ON,2023-04,157.9
ON,2023-05,158.5
ON,2023-06,158.4
ON,2023-07,159.6
ON,2023-08,159.9
ON,2023-09,159.7
ON,2023-10,160.3
ON,2023-11,160.6
ON,2023-12,160
ON,2024-01,159.9
ON,2024-02,160.2
ON,2024-03,161.4
ON,2024-04,162.2
ON,2024-05,163.2
ON,2024-06,163.1
ON,2024-07,163.9
ON,2024-08,163.3
ON,2024-09,162.8
ON,2024-10,163.5
ON,2024-11,163.5
ON,2024-12,162.7
ON,2025-01,162.6
ON,2025-02,164.6
ON,2025-03,165.1
ON,2025-04,164.8
ON,2025-05,165.9
ON,2025-06,166
ON,2025-07,166.5
ON,2025-08,166
PE,2010-01,118.7
PE,2010-02,118.8
PE,2010-03,119.3
PE,2010-04,119.1
PE,2010-05,119.2
PE,2010-06,119.2
PE,2010-07,119.5
PE,2010-08,119.7
PE,2010-09,119.6
PE,2010-10,120.4
PE,2010-11,120.5
PE,2010-12,119.9
PE,2011-01,120.1
PE,2011-02,121.1
PE,2011-03,122.2
PE,2011-04,123.3
PE,2011-05,123.9
PE,2011-06,123.3
PE,2011-07,123.3
PE,2011-08,123.9
PE,2011-09,123.7
PE,2011-10,123.9
PE,2011-11,124
PE,2011-12,123.4
PE,2012-01,123.6
PE,2012-02,124.8
PE,2012-03,125.6
PE,2012-04,126.3
PE,2012-05,125.9
PE,2012-06,125.2
PE,2012-07,125.2
PE,2012-08,125.6
PE,2012-09,126.2
PE,2012-10,126.5
PE,2012-11,125.9
PE,2012-12,124.9
PE,2013-01,125.2
PE,2013-02,126.7
PE,2013-03,127.1
PE,2013-04,128.6
PE,2013-05,127.9
PE,2013-06,127.9
PE,2013-07,128.1
PE,2013-08,128.6
PE,2013-09,129
PE,2013-10,129
PE,2013-11,129.2
PE,2013-12,128.6
PE,2014-01,129.2
PE,2014-02,130.1
PE,2014-03,130.9
PE,2014-04,130.5
PE,2014-05,130.6
PE,2014-06,130.5
PE,2014-07,130.4
PE,2014-08,130.2
PE,2014-09,130.5
PE,2014-10,130.5
PE,2014-11,129.3
PE,2014-12,128.1
PE,2015-01,126.7
PE,2015-02,128.2
PE,2015-03,129.8
PE,2015-04,128.9
PE,2015-05,129.7
PE,2015-06,130.4
PE,2015-07,130.3
PE,2015-08,130.1
PE,2015-09,129.4
PE,2015-10,129.4
PE,2015-11,129.6
PE,2015-12,129.2
PE,2016-01,129.1
PE,2016-02,129.6
PE,2016-03,130.2
PE,2016-04,131.1
PE,2016-05,131.4
PE,2016-06,131.8
PE,2016-07,131.1
PE,2016-08,130.6
PE,2016-09,130.6
PE,2016-10,131.9
PE,2016-11,131.8
PE,2016-12,130.9
PE,2017-01,132.3
PE,2017-02,131.5
PE,2017-03,132.4
PE,2017-04,133.2
PE,2017-05,133.3
PE,2017-06,133.4
PE,2017-07,133.4
PE,2017-08,133.6
PE,2017-09,133.7
PE,2017-10,133.5
PE,2017-11,134.7
PE,2017-12,133.5
PE,2018-01,134.4
PE,2018-02,135.4
PE,2018-03,135.6
PE,2018-04,136.1
PE,2018-05,136.5
PE,2018-06,137.3
PE,2018-07,138
PE,2018-08,137.6
PE,2018-09,136
PE,2018-10,136.9
PE,2018-11,136.1
PE,2018-12,135.3
PE,2019-01,135
PE,2019-02,135.9
PE,2019-03,137
PE,2019-04,137.8
PE,2019-05,138.2
PE,2019-06,138
PE,2019-07,139.5
PE,2019-08,138.8
PE,2019-09,138.2
PE,2019-10,138.4
PE,2019-11,139
PE,2019-12,138.4
PE,2020-01,139
PE,2020-02,138.9
PE,2020-03,137.5
PE,2020-04,136
PE,2020-05,136.1
PE,2020-06,137.5
PE,2020-07,138.2
PE,2020-08,138.3
PE,2020-09,138.2
PE,2020-10,138.6
PE,2020-11,138.3
PE,2020-12,138.2
PE,2021-01,139.7
PE,2021-02,140.8
PE,2021-03,142.1
PE,2021-04,143.2
PE,2021-05,144.2
PE,2021-06,144.8
PE,2021-07,146.6
PE,2021-08,147
PE,2021-09,146.9
PE,2021-10,147.8
PE,2021-11,148
PE,2021-12,147.4
PE,2022-01,149.6
PE,2022-02,151.2
PE,2022-03,154.7
PE,2022-04,156
PE,2022-05,160.2
PE,2022-06,160.6
PE,2022-07,160.5
PE,2022-08,159.2
PE,2022-09,159.2
PE,2022-10,160.7
PE,2022-11,162.3
PE,2022-12,158.8
PE,2023-01,160.1
PE,2023-02,161.4
PE,2023-03,160.7
PE,2023-04,161.7
PE,2023-05,161.3
PE,2023-06,161
PE,2023-07,163.8
PE,2023-08,164.8
PE,2023-09,163.7
PE,2023-10,163.4
PE,2023-11,162.9
PE,2023-12,163
PE,2024-01,162.6
PE,2024-02,163.8
PE,2024-03,164.8
PE,2024-04,165.9
PE,2024-05,166.4
PE,2024-06,166.4
PE,2024-07,167.1
PE,2024-08,166.8
PE,2024-09,165.3
PE,2024-10,165.5
PE,2024-11,165.9
PE,2024-12,163.6
PE,2025-01,164.7
PE,2025-02,167
PE,2025-03,167.7
PE,2025-04,166.9
PE,2025-05,167.5
PE,2025-06,167.7
PE,2025-07,169.1
PE,2025-08,168.6
QC,2010-01,114
QC,2010-02,114.2
QC,2010-03,114.5
QC,2010-04,114.8
QC,2010-05,114.9
QC,2010-06,114.8
QC,2010-07,114.5
QC,2010-08,114.6
QC,2010-09,114.8
QC,2010-10,115.2
QC,2010-11,115.6
QC,2010-12,115.8
QC,2011-01,116.4
QC,2011-02,116.7
QC,2011-03,118.3
QC,2011-04,118.5
QC,2011-05,118.9
QC,2011-06,118.2
QC,2011-07,118.3
QC,2011-08,118.5
QC,2011-09,118.7
QC,2011-10,119
QC,2011-11,119.3
QC,2011-12,118.7
QC,2012-01,119.7
QC,2012-02,120.4
QC,2012-03,120.8
QC,2012-04,121.3
QC,2012-05,121.1
QC,2012-06,120.6
QC,2012-07,120.5
QC,2012-08,120.9
QC,2012-09,120.9
QC,2012-10,121.3
QC,2012-11,121.1
QC,2012-12,120.5
QC,2013-01,120.4
QC,2013-02,122.1
QC,2013-03,121.8
QC,2013-04,121.8
QC,2013-05,121.9
QC,2013-06,121.8
QC,2013-07,121.8
QC,2013-08,121.9
QC,2013-09,122
QC,2013-10,121.6
QC,2013-11,121.8
QC,2013-12,121.5
QC,2014-01,121.7
QC,2014-02,122.6
QC,2014-03,122.9
QC,2014-04,123.4
QC,2014-05,123.8
QC,2014-06,123.9
QC,2014-07,123.7
QC,2014-08,123.8
QC,2014-09,123.9
QC,2014-10,124.3
QC,2014-11,123.8
QC,2014-12,122.8
QC,2015-01,122.6
QC,2015-02,123.9
QC,2015-03,124.7
QC,2015-04,124.7
QC,2015-05,125.3
QC,2015-06,125.2
QC,2015-07,125.3
QC,2015-08,125.2
QC,2015-09,125.1
QC,2015-10,125.2
QC,2015-11,124.9
QC,2015-12,124.4
QC,2016-01,124.6
QC,2016-02,125.1
QC,2016-03,125.6
QC,2016-04,126
QC,2016-05,126.2
QC,2016-06,126
QC,2016-07,125.6
QC,2016-08,125.3
QC,2016-09,125.8
QC,2016-10,125.9
QC,2016-11,125.6
QC,2016-12,125.2
QC,2017-01,126.2
QC,2017-02,126.6
QC,2017-03,126.7
QC,2017-04,127
QC,2017-05,127.1
QC,2017-06,126.7
QC,2017-07,126.7
QC,2017-08,126.7
QC,2017-09,127.1
QC,2017-10,127.2
QC,2017-11,127.7
QC,2017-12,127.5
QC,2018-01,127.8
QC,2018-02,128.5
QC,2018-03,128.7
QC,2018-04,129.2
QC,2018-05,129.3
QC,2018-06,129.2
QC,2018-07,129.7
QC,2018-08,129.5
QC,2018-09,129.3
QC,2018-10,129.4
QC,2018-11,128.9
QC,2018-12,128.9
QC,2019-01,129.1
QC,2019-02,130.2
QC,2019-03,131
QC,2019-04,131.5
QC,2019-05,132.4
QC,2019-06,132
QC,2019-07,132.6
QC,2019-08,132.4
QC,2019-09,132.1
QC,2019-10,132.4
QC,2019-11,132.4
QC,2019-12,132.4
QC,2020-01,132.6
QC,2020-02,133.2
QC,2020-03,132.5
QC,2020-04,131.7
QC,2020-05,131.9
QC,2020-06,132.8
QC,2020-07,133
QC,2020-08,132.9
QC,2020-09,132.5
QC,2020-10,133.1
QC,2020-11,133.5
QC,2020-12,133.4
QC,2021-01,134.3
QC,2021-02,135.3
QC,2021-03,135.4
QC,2021-04,136.2
QC,2021-05,137.3
QC,2021-06,137.7
QC,2021-07,138.5
QC,2021-08,138.7
QC,2021-09,139.2
QC,2021-10,140.2
QC,2021-11,140.5
QC,2021-12,140.2
QC,2022-01,141.1
QC,2022-02,142.6
QC,2022-03,144.5
QC,2022-04,145.5
QC,2022-05,147.6
QC,2022-06,148.7
QC,2022-07,148.6
QC,2022-08,148.6
QC,2022-09,148.3
QC,2022-10,149.2
QC,2022-11,150.1
QC,2022-12,149
QC,2023-01,149.9
QC,2023-02,150.6
QC,2023-03,151.3
QC,2023-04,152.5
QC,2023-05,153.5
QC,2023-06,154.1
QC,2023-07,154.4
QC,2023-08,155.4
QC,2023-09,155.4
QC,2023-10,155.4
QC,2023-11,155.5
QC,2023-12,155
QC,2024-01,154.8
QC,2024-02,155.5
QC,2024-03,156.7
QC,2024-04,157
QC,2024-05,158.2
QC,2024-06,157.5
QC,2024-07,157.9
QC,2024-08,157.7
QC,2024-09,157.4
QC,2024-10,157.9
QC,2024-11,157.8
QC,2024-12,157.5
QC,2025-01,157.6
QC,2025-02,158.6
QC,2025-03,159.7
QC,2025-04,160.4
QC,2025-05,160.9
QC,2025-06,161
QC,2025-07,161.6
QC,2025-08,161.9
SK,2010-01,114.5
SK,2010-02,115.1
SK,2010-03,115.3
SK,2010-04,115.7
SK,2010-05,116.2
SK,2010-06,116
SK,2010-07,117
SK,2010-08,117
SK,2010-09,117.1
SK,2010-10,117.8
SK,2010-11,118
SK,2010-12,117.9
SK,2011-01,117.8
SK,2011-02,118
SK,2011-03,119.4
SK,2011-04,119.9
SK,2011-05,120.9
SK,2011-06,120.2
SK,2011-07,120.5
SK,2011-08,120.6
SK,2011-09,121.1
SK,2011-10,121
SK,2011-11,121
SK,2011-12,120.3
SK,2012-01,120.6
SK,2012-02,121.4
SK,2012-03,122
SK,2012-04,122.4
SK,2012-05,122.4
SK,2012-06,121.6
SK,2012-07,121.4
SK,2012-08,121.8
SK,2012-09,122
SK,2012-10,122.2
SK,2012-11,121.9
SK,2012-12,121.3
SK,2013-01,121.3
SK,2013-02,122.8
SK,2013-03,123.2
SK,2013-04,122.9
SK,2013-05,123
SK,2013-06,123.2
SK,2013-07,123.4
SK,2013-08,123.4
SK,2013-09,123.5
SK,2013-10,123.3
SK,2013-11,123.3
SK,2013-12,123.1
SK,2014-01,123.3
SK,2014-02,124.6
SK,2014-03,125.1
SK,2014-04,125.9
SK,2014-05,126.5
SK,2014-06,126.9
SK,2014-07,126.5
SK,2014-08,126.5
SK,2014-09,126.7
SK,2014-10,126.8
SK,2014-11,126.3
SK,2014-12,125.4
SK,2015-01,125.3
SK,2015-02,126.2
SK,2015-03,127.1
SK,2015-04,126.9
SK,2015-05,127.7
SK,2015-06,128.2
SK,2015-07,128.4
SK,2015-08,128
SK,2015-09,127.8
SK,2015-10,127.9
SK,2015-11,127.9
SK,2015-12,127.5
SK,2016-01,127.8
SK,2016-02,128.2
SK,2016-03,129
SK,2016-04,129.6
SK,2016-05,130.1
SK,2016-06,130.4
SK,2016-07,130.3
SK,2016-08,129.9
SK,2016-09,130.1
SK,2016-10,130.6
SK,2016-11,130.2
SK,2016-12,130
SK,2017-01,130.8
SK,2017-02,131.2
SK,2017-03,131.4
SK,2017-04,132
SK,2017-05,131.9
SK,2017-06,132.1
SK,2017-07,131.9
SK,2017-08,131.8
SK,2017-09,132.3
SK,2017-10,132.3
SK,2017-11,132.7
SK,2017-12,132
SK,2018-01,133.2
SK,2018-02,134
SK,2018-03,134.6
SK,2018-04,134.8
SK,2018-05,134.9
SK,2018-06,135.3
SK,2018-07,136
SK,2018-08,135.9
SK,2018-09,135.2
SK,2018-10,135.6
SK,2018-11,135.1
SK,2018-12,135
SK,2019-01,135.2
SK,2019-02,136
SK,2019-03,137
SK,2019-04,137.4
SK,2019-05,138.1
SK,2019-06,138
SK,2019-07,138.8
SK,2019-08,138.5
SK,2019-09,137.5
SK,2019-10,137.9
SK,2019-11,137.7
SK,2019-12,137.8
SK,2020-01,138
SK,2020-02,138.7
SK,2020-03,137.9
SK,2020-04,137.3
SK,2020-05,137.5
SK,2020-06,138.6
SK,2020-07,138.8
SK,2020-08,138.6
SK,2020-09,138.3
SK,2020-10,138.9
SK,2020-11,139
SK,2020-12,138.8
SK,2021-01,139.5
SK,2021-02,140.2
SK,2021-03,141
SK,2021-04,141.8
SK,2021-05,142.6
SK,2021-06,143.1
SK,2021-07,143.7
SK,2021-08,144.1
SK,2021-09,144.4
SK,2021-10,145.7
SK,2021-11,146
SK,2021-12,146
SK,2022-01,147.4
SK,2022-02,148.8
SK,2022-03,150.8
SK,2022-04,151.6
SK,2022-05,153.7
SK,2022-06,154.4
SK,2022-07,154.6
SK,2022-08,154.1
SK,2022-09,154.1
SK,2022-10,155.2
SK,2022-11,155.4
SK,2022-12,154.8
SK,2023-01,155.7
SK,2023-02,156.4
SK,2023-03,157.3
SK,2023-04,157.9
SK,2023-05,158.5
SK,2023-06,158.4
SK,2023-07,159.6
SK,2023-08,159.9
SK,2023-09,159.7
SK,2023-10,160.3
SK,2023-11,160.6
SK,2023-12,160
SK,2024-01,159.9
SK,2024-02,160.2
SK,2024-03,161.4
SK,2024-04,162.2
SK,2024-05,163.2
SK,2024-06,163.1
SK,2024-07,163.9
SK,2024-08,163.3
SK,2024-09,162.8
SK,2024-10,163.5
SK,2024-11,163.5
SK,2024-12,162.7
SK,2025-01,162.6
SK,2025-02,164.6
SK,2025-03,165.1
SK,2025-04,164.8
SK,2025-05,165.9
SK,2025-06,166
SK,2025-07,166.5
SK,2025-08,166
AB,2010-01,122.3
AB,2010-02,122.7
AB,2010-03,122.1
AB,2010-04,122.3
AB,2010-05,122.7
AB,2010-06,122.7
AB,2010-07,123.3
AB,2010-08,122.7
AB,2010-09,122.6
AB,2010-10,123
AB,2010-11,122.7
AB,2010-12,122.9
AB,2011-01,123.5
AB,2011-02,124.2
AB,2011-03,124.5
AB,2011-04,126
AB,2011-05,126.1
AB,2011-06,125.3
AB,2011-07,125.7
AB,2011-08,126.3
AB,2011-09,126
AB,2011-10,127.2
AB,2011-11,126.6
AB,2011-12,126.5
AB,2012-01,127.1
AB,2012-02,126.6
AB,2012-03,126.6
AB,2012-04,127
AB,2012-05,126.6
AB,2012-06,126.9
AB,2012-07,126.8
AB,2012-08,127.6
AB,2012-09,127.8
AB,2012-10,128
AB,2012-11,127.3
AB,2012-12,126.5
AB,2013-01,126.5
AB,2013-02,127.7
AB,2013-03,128.1
AB,2013-04,128.7
AB,2013-05,129.5
AB,2013-06,129.8
AB,2013-07,129.6
AB,2013-08,129.4
AB,2013-09,129.5
AB,2013-10,129.3
AB,2013-11,129.5
AB,2013-12,129.1
AB,2014-01,129.9
AB,2014-02,130.8
AB,2014-03,133.1
AB,2014-04,132.2
AB,2014-05,132.8
AB,2014-06,132.3
AB,2014-07,132.9
AB,2014-08,132.7
AB,2014-09,132.9
AB,2014-10,133.2
AB,2014-11,132.1
AB,2014-12,131.5
AB,2015-01,131
AB,2015-02,132
AB,2015-03,133
AB,2015-04,133.1
AB,2015-05,133.6
AB,2015-06,134.5
AB,2015-07,134.6
AB,2015-08,135
AB,2015-09,134.6
AB,2015-10,135.1
AB,2015-11,134.7
AB,2015-12,133.5
AB,2016-01,133.7
AB,2016-02,133.8
AB,2016-03,135
AB,2016-04,135.1
AB,2016-05,135.6
AB,2016-06,136.3
AB,2016-07,135.6
AB,2016-08,135.9
AB,2016-09,135.3
AB,2016-10,135.8
AB,2016-11,135
AB,2016-12,134.9
AB,2017-01,137
AB,2017-02,136.7
AB,2017-03,136.8
AB,2017-04,137.4
AB,2017-05,137.2
AB,2017-06,136.9
AB,2017-07,137
AB,2017-08,137.4
AB,2017-09,137
AB,2017-10,137.6
AB,2017-11,138.4
AB,2017-12,137.6
AB,2018-01,138.9
AB,2018-02,139.7
AB,2018-03,139.9
AB,2018-04,140.6
AB,2018-05,140.7
AB,2018-06,140.7
AB,2018-07,141.8
AB,2018-08,141.6
AB,2018-09,141.1
AB,2018-10,141.4
AB,2018-11,140.7
AB,2018-12,140.5
AB,2019-01,140.5
AB,2019-02,142
AB,2019-03,143.1
AB,2019-04,143.7
AB,2019-05,144
AB,2019-06,142.7
AB,2019-07,143.6
AB,2019-08,143.4
AB,2019-09,142.9
AB,2019-10,143.6
AB,2019-11,143.6
AB,2019-12,143.7
AB,2020-01,144.7
AB,2020-02,145.5
AB,2020-03,144.1
AB,2020-04,143
AB,2020-05,144.1
AB,2020-06,145
AB,2020-07,144.9
AB,2020-08,144.2
AB,2020-09,145
AB,2020-10,145.2
AB,2020-11,145.4
AB,2020-12,144.8
AB,2021-01,145.8
AB,2021-02,146.4
AB,2021-03,146.9
AB,2021-04,147.7
AB,2021-05,148.6
AB,2021-06,148.9
AB,2021-07,150.3
AB,2021-08,151
AB,2021-09,150.8
AB,2021-10,151.5
AB,2021-11,151.6
AB,2021-12,151.7
AB,2022-01,152.8
AB,2022-02,154.5
AB,2022-03,156.5
AB,2022-04,157
AB,2022-05,159.2
AB,2022-06,161.4
AB,2022-07,161.4
AB,2022-08,160
AB,2022-09,160.1
AB,2022-10,161.8
AB,2022-11,161.6
AB,2022-12,160.8
AB,2023-01,160.5
AB,2023-02,160.1
AB,2023-03,161.7
AB,2023-04,163.7
AB,2023-05,164.1
AB,2023-06,164.4
AB,2023-07,166
AB,2023-08,166.8
AB,2023-09,166
AB,2023-10,165.2
AB,2023-11,165.6
AB,2023-12,165.6
AB,2024-01,165.9
AB,2024-02,166.8
AB,2024-03,167.3
AB,2024-04,168.6
AB,2024-05,169.1
AB,2024-06,169.4
AB,2024-07,170.4
AB,2024-08,170.2
AB,2024-09,169.2
AB,2024-10,170.1
AB,2024-11,170.2
AB,2024-12,169.7
AB,2025-01,170.1
AB,2025-02,171.4
AB,2025-03,172
AB,2025-04,171.1
AB,2025-05,171.9
AB,2025-06,172.3
AB,2025-07,172.6
AB,2025-08,172.6